number,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,u_priority_confirmation,duracion_horas
INC0034320,Caller 3105,Opened by  17,Phone,Location 93,Category 37,Subcategory 123,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.31666666666666665
INC0033871,Caller 369,Opened by  131,Phone,Location 143,Category 61,Subcategory 36,Symptom 458,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 53,True,24.15
INC0034328,Caller 3082,Opened by  386,Phone,Location 161,Category 32,Subcategory 9,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,True,0.2
INC0034312,Caller 2426,Opened by  228,Phone,Location 161,Category 37,Subcategory 135,Symptom 372,2 - Medium,2 - Medium,3 - Moderate,Group 72,No asignado,False,0.5666666666666667
INC0030943,Caller 363,Opened by  131,Phone,Location 108,Category 57,Subcategory 270,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,310.68333333333334
INC0033393,Caller 4759,Opened by  17,Phone,Location 161,Category 46,Subcategory 231,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 155,True,78.35
INC0034219,Caller 180,Opened by  131,Phone,Location 143,Category 46,Subcategory 231,Symptom 292,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 101,True,3.683333333333333
INC0034321,Caller 1607,Opened by  17,Phone,Location 33,Category 23,Subcategory 3,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,0.4
INC0031636,Caller 1326,Opened by  131,Phone,Location 51,Category 46,Subcategory 251,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 155,False,267.18333333333334
INC0034172,Caller 203,Opened by  17,Phone,Location 108,Category 46,Subcategory 247,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 216,False,4.383333333333334
INC0031255,Caller 3887,Opened by  17,Phone,Location 249,Category 53,Subcategory 114,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,290.75
INC0031688,Caller 2972,Opened by  17,Phone,Location 51,Category 42,Subcategory 223,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,264.6333333333333
INC0032119,Caller 2368,Opened by  24,Phone,Location 204,Category 46,Subcategory 251,Symptom 217,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 153,True,196.6
INC0034340,Caller 2752,Opened by  17,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.26666666666666666
INC0034333,Caller 2588,Opened by  17,Phone,Location 51,Category 37,Subcategory 123,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 44,Resolver 201,False,0.4
INC0034131,Caller 799,Opened by  17,Phone,Location 51,Category 44,Subcategory 57,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 237,False,5.566666666666666
INC0026674,Caller 4404,Opened by  24,Phone,Location 161,Category 19,Subcategory 163,Symptom 454,2 - Medium,2 - Medium,3 - Moderate,Group 62,Resolver 164,False,606.8666666666667
INC0032877,Caller 322,Opened by  17,Phone,Location 204,Category 61,Subcategory 36,Symptom 458,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,True,149.98333333333332
INC0034323,Caller 849,Opened by  131,Phone,Location 161,Category 20,Subcategory 125,Symptom 517,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,True,0.6833333333333333
INC0034060,Caller 3763,Opened by  360,Phone,Location 201,Category 23,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,6.683333333333334
INC0034360,Caller 849,Opened by  131,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,True,0.06666666666666667
INC0034346,Caller 2429,Opened by  17,Phone,Location 46,Category 35,Subcategory 92,Symptom 357,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.3333333333333333
INC0034129,Caller 2392,Opened by  17,Phone,Location 108,Category 46,Subcategory 249,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,True,5.716666666666667
INC0032393,Caller 1363,Opened by  58,Phone,Location 143,Category 53,Subcategory 153,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 51,No asignado,False,185.11666666666667
INC0034342,Caller 5529,Opened by  17,Phone,Location 161,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.5333333333333333
INC0029758,Caller 4732,Opened by  24,Phone,Location 93,Category 42,Subcategory 31,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,True,365.18333333333334
INC0033095,Caller 3898,Opened by  17,Phone,Location 51,Category 26,Subcategory 275,Symptom 474,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,143.23333333333332
INC0033888,Caller 1185,Opened by  131,Phone,Location 93,Category 23,Subcategory 75,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 50,True,24.166666666666668
INC0034309,Caller 5627,Opened by  17,Phone,Location 161,Category 57,Subcategory 270,Symptom 596,2 - Medium,2 - Medium,3 - Moderate,Group 34,Resolver 159,False,1.25
INC0034357,Caller 3658,Opened by  17,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.3
INC0034240,Caller 771,Opened by  24,Phone,Location 93,Category 46,Subcategory 233,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,True,3.566666666666667
INC0034362,Caller 1690,Opened by  62,Phone,Location 47,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,True,0.15
INC0033129,Caller 1824,Opened by  505,Phone,Location 51,Category 44,Subcategory 57,Symptom 178,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 237,False,141.91666666666666
INC0034356,Caller 5629,Opened by  386,Phone,Location 43,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.35
INC0034035,Caller 4916,Opened by  108,Phone,Location 204,Category 57,Subcategory 170,Symptom 239,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 41,False,7.4
INC0034169,Caller 3067,Opened by  108,Phone,Location 54,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,True,5.05
INC0034281,Caller 4399,Opened by  17,Phone,Location 204,Category 37,Subcategory 123,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,2.1333333333333333
INC0034190,Caller 916,Opened by  17,Phone,Location 93,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,True,4.8
INC0033180,Caller 1342,Opened by  17,Phone,Location 143,Category 57,Subcategory 170,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 65,No asignado,False,129.68333333333334
INC0034369,Caller 1824,Opened by  17,Phone,Location 51,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.15
INC0034363,Caller 3992,Opened by  17,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.38333333333333336
INC0034230,Caller 4320,Opened by  301,Phone,Location 108,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,True,4.316666666666666
INC0032599,Caller 2448,Opened by  301,Phone,Location 143,Category 51,Subcategory 6,Symptom 309,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,171.43333333333334
INC0033243,Caller 4090,Opened by  386,Phone,Location 143,Category 51,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,119.35
INC0033214,Caller 2478,Opened by  17,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,124.1
INC0033244,Caller 3953,Opened by  386,Phone,Location 143,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,118.91666666666667
INC0034276,Caller 72,Opened by  17,Phone,Location 93,Category 34,Subcategory 112,Symptom 102,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,2.716666666666667
INC0032646,Caller 3160,Opened by  131,Phone,Location 204,Category 57,Subcategory 170,Symptom 10,3 - Low,3 - Low,4 - Low,Group 70,No asignado,False,169.6
INC0034173,Caller 1257,Opened by  221,Phone,Location 143,Category 8,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,5.566666666666666
INC0032778,Caller 1481,Opened by  55,Phone,Location 143,Category 37,Subcategory 135,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,Group 48,No asignado,False,154.1
INC0033264,Caller 4131,Opened by  305,Phone,Location 204,Category 57,Subcategory 159,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 167,True,115.16666666666667
INC0034376,Caller 333,Opened by  55,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,True,0.4166666666666667
INC0033296,Caller 2079,Opened by  131,Phone,Location 108,Category 38,Subcategory 86,Symptom 472,3 - Low,3 - Low,4 - Low,Group 72,No asignado,False,103.06666666666666
INC0033404,Caller 3544,Opened by  386,Phone,Location 173,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,75.23333333333333
INC0033455,Caller 3961,Opened by  17,Phone,Location 161,Category 53,Subcategory 80,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,51.333333333333336
INC0032931,Caller 5370,Opened by  55,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,149.91666666666666
INC0033508,Caller 958,Opened by  239,Phone,Location 180,Category 53,Subcategory 80,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 126,False,38.78333333333333
INC0034378,Caller 1687,Opened by  17,Phone,Location 161,Category 26,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.43333333333333335
INC0034299,Caller 523,Opened by  17,Phone,Location 143,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,2.3666666666666667
INC0033512,Caller 5321,Opened by  397,Phone,Location 161,Category 20,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,37.86666666666667
INC0033513,Caller 4960,Opened by  463,Phone,Location 161,Category 53,Subcategory 80,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 19,No asignado,False,35.733333333333334
INC0034384,Caller 333,Opened by  131,Phone,Location 161,Category 26,Subcategory 164,Symptom 295,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,0.16666666666666666
INC0033728,Caller 3879,Opened by  55,Phone,Location 43,Category 46,Subcategory 258,Symptom 278,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,False,29.766666666666666
INC0032048,Caller 4590,Opened by  17,Phone,Location 161,Category 9,Subcategory 202,Symptom 70,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 217,False,199.01666666666668
INC0033542,Caller 5279,Opened by  55,Phone,Location 143,Category 37,Subcategory 135,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 48,No asignado,False,32.4
INC0034325,Caller 4939,Opened by  501,Phone,Location 143,Category 23,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,1.8666666666666667
INC0033601,Caller 3479,Opened by  501,Phone,Location 143,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,31.75
INC0032425,Caller 3982,Opened by  17,Phone,Location 161,Category 40,Subcategory 44,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,178.23333333333332
INC0034020,Caller 5422,Opened by  55,Phone,Location 143,Category 37,Subcategory 135,Symptom 301,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,True,9.85
INC0033725,Caller 4935,Opened by  131,Phone,Location 46,Category 23,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,30.016666666666666
INC0033595,Caller 3940,Opened by  17,Phone,Location 97,Category 37,Subcategory 123,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,Group 50,Resolver 82,True,31.85
INC0034388,Caller 333,Opened by  17,Phone,Location 161,Category 26,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.35
INC0034278,Caller 1870,Opened by  386,Phone,Location 143,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,3.4
INC0034046,Caller 1001,Opened by  55,Phone,Location 143,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,True,8.433333333333334
INC0033427,Caller 1010,Opened by  239,Phone,Location 204,Category 26,Subcategory 175,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,63.1
INC0034381,Caller 4208,Opened by  301,Phone,Location 138,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,False,0.7166666666666667
INC0034393,Caller 1935,Opened by  17,Phone,Location 143,Category 26,Subcategory 164,Symptom 420,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.31666666666666665
INC0034390,Caller 2649,Opened by  253,Phone,Location 93,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,True,0.43333333333333335
INC0034034,Caller 243,Opened by  17,Phone,Location 161,Category 40,Subcategory 44,Symptom 491,2 - Medium,1 - High,2 - High,Group 54,Resolver 50,False,8.75
INC0034372,Caller 4065,Opened by  386,Phone,Location 34,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,True,1.2666666666666666
INC0034398,Caller 1693,Opened by  155,Phone,Location 71,Category 37,Subcategory 135,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 250,True,0.25
INC0032312,Caller 4185,Opened by  55,Phone,Location 233,Category 46,Subcategory 251,Symptom 218,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 52,True,193.81666666666666
INC0034016,Caller 3210,Opened by  55,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,11.616666666666667
INC0034403,Caller 4548,Opened by  240,Phone,Location 125,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,True,0.3
INC0034265,Caller 4746,Opened by  17,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 69,No asignado,False,4.316666666666666
INC0034380,Caller 1393,Opened by  128,Phone,Location 15,Category 42,Subcategory 29,Symptom 491,1 - High,1 - High,1 - Critical,Group 55,Resolver 244,False,1.35
INC0031316,Caller 2535,Opened by  24,Phone,Location 44,Category 44,Subcategory 65,Symptom 273,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,True,290.6333333333333
INC0034407,Caller 4107,Opened by  17,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.16666666666666666
INC0034408,Caller 2570,Opened by  17,Phone,Location 143,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.13333333333333333
INC0033123,Caller 1519,Opened by  386,Phone,Location 245,Category 46,Subcategory 233,Symptom 228,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 176,True,144.15
INC0034402,Caller 1947,Opened by  386,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 194,False,0.6666666666666666
INC0034406,Caller 3732,Opened by  17,Phone,Location 44,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,True,0.4666666666666667
INC0027764,Caller 2542,Opened by  24,Phone,Location 38,Category 9,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 29,No asignado,False,512.7666666666667
INC0032458,Caller 2542,Opened by  301,Phone,Location 38,Category 9,Subcategory 164,Symptom 471,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,177.06666666666666
INC0032013,Caller 4462,Opened by  17,Phone,Location 36,Category 42,Subcategory 31,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,True,200.86666666666667
INC0033905,Caller 5149,Opened by  55,Phone,Location 51,Category 46,Subcategory 231,Symptom 236,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 101,True,26.133333333333333
INC0034413,Caller 18,Opened by  58,Phone,Location 161,Category 57,Subcategory 170,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.23333333333333334
INC0030924,Caller 4688,Opened by  17,Phone,Location 54,Category 57,Subcategory 170,Symptom 566,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,314.71666666666664
INC0034415,Caller 1621,Opened by  17,Phone,Location 217,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,0.15
INC0034033,Caller 1243,Opened by  301,Phone,Location 204,Category 51,Subcategory 182,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 143,False,11.816666666666666
INC0034422,Caller 4568,Opened by  305,Phone,Location 161,Category 46,Subcategory 251,Symptom 217,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 214,True,1.55
INC0034434,Caller 4793,Opened by  443,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 208,True,0.6
INC0034435,Caller 5203,Opened by  58,Phone,Location 108,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,2.4833333333333334
INC0034308,Caller 721,Opened by  17,Phone,Location 161,Category 57,Subcategory 170,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,18.066666666666666
INC0033987,Caller 4730,Opened by  58,Phone,Location 161,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,34.68333333333333
INC0034135,Caller 3855,Opened by  501,Phone,Location 97,Category 37,Subcategory 135,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 69,No asignado,False,22.633333333333333
INC0034387,Caller 1163,Opened by  17,Phone,Location 143,Category 24,Subcategory 164,Symptom 117,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,15.983333333333333
INC0034432,Caller 782,Opened by  443,Phone,Location 143,Category 26,Subcategory 275,Symptom 54,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,12.316666666666666
INC0033382,Caller 169,Opened by  397,Phone,Location 143,Category 9,Subcategory 202,Symptom 70,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,100.15
INC0033951,Caller 3790,Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 39,No asignado,False,39.71666666666667
INC0034416,Caller 5016,Opened by  386,Phone,Location 51,Category 46,Subcategory 251,Symptom 217,2 - Medium,1 - High,2 - High,Group 22,Resolver 52,False,14.216666666666667
INC0034426,Caller 720,Opened by  305,Phone,Location 55,Category 46,Subcategory 251,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 52,False,13.366666666666667
INC0034424,Caller 2695,Opened by  58,Phone,Location 149,Category 46,Subcategory 251,Symptom 217,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 52,True,13.55
INC0034423,Caller 749,Opened by  386,Phone,Location 54,Category 46,Subcategory 251,Symptom 217,2 - Medium,1 - High,2 - High,Group 22,Resolver 52,False,13.65
INC0034428,Caller 707,Opened by  386,Phone,Location 144,Category 46,Subcategory 251,Symptom 217,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 52,False,13.383333333333333
INC0034427,Caller 3552,Opened by  58,Phone,Location 204,Category 46,Subcategory 251,Symptom 218,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 52,False,13.466666666666667
INC0033459,Caller 4397,Opened by  17,Phone,Location 143,Category 37,Subcategory 123,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,True,66.3
INC0034399,Caller 333,Opened by  131,Phone,Location 161,Category 9,Subcategory 164,Symptom 381,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 217,True,16.15
INC0034199,Caller 1777,Opened by  55,Phone,Location 143,Category 37,Subcategory 135,Symptom 48,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,True,22.066666666666666
INC0034429,Caller 3474,Opened by  58,Phone,Location 143,Category 46,Subcategory 248,Symptom 267,2 - Medium,1 - High,2 - High,Group 22,Resolver 52,True,13.666666666666666
INC0034385,Caller 3699,Opened by  62,Phone,Location 161,Category 46,Subcategory 223,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,True,16.766666666666666
INC0034067,Caller 5052,Opened by  301,Phone,Location 161,Category 46,Subcategory 231,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,24.2
INC0033565,Caller 3549,Opened by  17,Phone,Location 34,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 69,False,48.75
INC0034336,Caller 308,Opened by  17,Phone,Location 108,Category 37,Subcategory 123,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 47,Resolver 117,False,18.4
INC0034263,Caller 3197,Opened by  55,Phone,Location 161,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,True,20.35
INC0034322,Caller 1870,Opened by  17,Phone,Location 143,Category 42,Subcategory 223,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 183,False,18.716666666666665
INC0034375,Caller 5131,Opened by  17,Phone,Location 161,Category 46,Subcategory 72,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,False,17.516666666666666
INC0034061,Caller 2410,Opened by  17,Phone,Location 204,Category 46,Subcategory 191,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,True,24.8
INC0033881,Caller 4430,Opened by  17,Phone,Location 93,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,42.416666666666664
INC0034271,Caller 3261,Opened by  55,Phone,Location 143,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,20.533333333333335
INC0033585,Caller 4293,Opened by  131,Phone,Location 204,Category 53,Subcategory 174,Symptom 494,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,49.016666666666666
INC0033961,Caller 3059,Opened by  386,Phone,Location 93,Category 26,Subcategory 164,Symptom 295,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,40.55
INC0030442,Caller 816,Opened by  301,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,354.3666666666667
INC0033966,Caller 3541,Opened by  17,Phone,Location 73,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,39.96666666666667
INC0033805,Caller 1873,Opened by  174,Phone,Location 108,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,45.833333333333336
INC0033430,Caller 3247,Opened by  47,Phone,Location 161,Category 57,Subcategory 185,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,77.33333333333333
INC0032356,Caller 1175,Opened by  131,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,209.65
INC0033439,Caller 4211,Opened by  17,Phone,Location 161,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,True,74.03333333333333
INC0026214,Caller 3117,Opened by  501,Phone,Location 224,Category 28,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 224,False,649.3666666666667
INC0033785,Caller 3790,Opened by  17,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 224,True,46.95
INC0032360,Caller 2157,Opened by  386,Phone,Location 108,Category 51,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,209.61666666666667
INC0033792,Caller 2155,Opened by  17,Phone,Location 110,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,46.85
INC0028469,Caller 3181,Opened by  467,Phone,Location 23,Category 26,Subcategory 175,Symptom 491,1 - High,2 - Medium,2 - High,Group 20,Resolver 224,False,500.4
INC0034152,Caller 249,Opened by  62,Phone,Location 204,Category 42,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,24.916666666666668
INC0033847,Caller 2872,Opened by  17,Phone,Location 161,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 69,No asignado,False,45.56666666666667
INC0031836,Caller 2878,Opened by  17,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,No asignado,False,270.6333333333333
INC0031758,Caller 1729,Opened by  17,Phone,Location 173,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,284.4
INC0032064,Caller 5577,Opened by  17,Phone,Location 9,Category 20,Subcategory 125,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,219.43333333333334
INC0033630,Caller 1596,Opened by  501,Phone,Location 135,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,False,51.95
INC0032711,Caller 4764,Opened by  500,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 217,False,188.98333333333332
INC0034352,Caller 5052,Opened by  55,Phone,Location 161,Category 46,Subcategory 150,Symptom 537,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,22.65
INC0034425,Caller 1546,Opened by  17,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,18.833333333333332
INC0034365,Caller 1155,Opened by  501,Phone,Location 143,Category 28,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 66,No asignado,False,22.583333333333332
INC0029451,Caller 79,Opened by  17,Phone,Location 108,Category 24,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,437.78333333333336
